id,calories,proteins,fat,carbohydrate,name,label
804,304.0,5.3,7.0,54.9,Kue putu cangkir,Vegan
805,217.0,1.2,0.5,53.2,Kue putu singkong,Vegan
806,393.3,2.7,2.7,79.3,Kue Satu ,Vegetarian
807,380.0,1.0,1.0,92.0,Kue Semprong ,Vegetarian
808,221.0,7.5,10.2,24.8,Kue sus,Vegetarian
809,180.0,5.0,5.0,32.0,Kue Talam ,Vegetarian
810,512.0,26.0,26.0,60.4,Kue Tambang ,Vegetarian
811,247.0,2.9,4.2,49.5,Kue thipan,Vegetarian
812,111.0,4.5,1.1,20.7,Kulit melinjo,Vegan
813,22.0,0.4,0.2,4.7,Kundur segar,Vegan
814,63.0,2.0,2.7,9.1,Kunyit,Vegan
815,83.0,19.1,0.2,0.0,Kura-kura,Non-Vegetarian
816,515.0,30.6,42.1,13.8,Kwaci,Vegan
817,242.0,19.0,17.0,3.0,Kwark (Quark),Vegetarian
818,17.0,0.6,0.2,3.8,Labu Air,Vegan
819,51.0,1.7,0.5,10.0,Labu kuning segar,Vegan
820,26.0,0.6,0.1,6.7,Labu Siam,Vegan
821,32.0,1.1,0.1,6.6,Labu waluh segar,Vegan
822,166.3,2.7,3.9,29.5,Laksa ,Vegetarian
823,85.0,5.7,0.3,15.4,Lamtoro (pete cina) biji muda,Vegan
824,148.0,10.6,0.5,26.2,Lamtoro biji tua,Vegan
825,142.0,11.0,2.5,20.4,Lamtoro tempe,Vegan
826,367.0,46.4,5.4,32.5,Lamtoro var. gung tanpa kulit,Vegan
827,336.0,23.8,1.2,59.7,Lamtoro var. lokal dengan kulit,Vegan
828,56.0,0.9,0.2,14.3,Langsat,Vegan
829,34.0,2.2,0.3,5.5,Lantar segar,Vegan
830,422.0,0.9,10.8,80.4,Lanting getuk,Vegan
831,389.0,6.6,15.7,55.5,Lapis legit,Vegetarian
832,174.0,17.0,10.0,3.0,Lawar babi masakan,Non-Vegetarian
833,141.0,23.0,1.5,7.6,Lawar penyu masakan,Non-Vegetarian
834,159.0,5.0,10.9,10.1,Lawara jangang masakan,Non-Vegetarian
835,207.0,7.4,15.4,9.6,Lawara penjah masakan,Non-Vegetarian
836,405.0,4.8,5.1,84.9,Ledre pisang,Vegan
837,15.0,1.0,0.4,1.9,Lema/ Rebung asam,Vegan
838,902.0,0.0,100.0,0.0,Lemak Babi,Non-Vegetarian
839,630.0,9.1,65.0,1.1,Lemak Babi (Bacon),Non-Vegetarian
840,372.0,12.0,29.4,14.4,Lemak ikan,Non-Vegetarian
841,818.0,1.5,90.0,0.0,Lemak Kerbau,Non-Vegetarian
842,34.0,0.5,0.8,6.2,Lemon segar,Vegan
843,36.0,0.0,0.0,10.0,Lemon Squasih,Vegan
844,30.0,0.0,0.0,8.0,Lemonade,Vegan
845,221.3,3.8,3.6,43.4,Lemper ,Vegetarian
846,320.0,3.5,5.7,63.7,Lempog durian,Vegan
847,181.0,2.8,1.2,39.8,Lepok/Ubi rumput,Vegan
848,33.0,1.9,0.1,7.4,Leunca buah,Vegan
849,240.0,7.8,0.5,51.3,Leupeut Ketan ,Vegan
850,387.0,16.0,22.0,3.0,Leverwost (sosis hati),Non-Vegetarian
851,79.0,2.3,5.2,5.8,Lilin bungkus gedi,Vegan
852,19.0,0.9,0.1,4.2,Lobak,Vegan
853,217.0,11.0,1.7,5.1,Lokan segar,Non-Vegetarian
854,27.0,0.4,0.2,6.0,Lontar segar,Vegan
855,163.3,2.8,2.2,33.0,Lopis ,Vegan
856,38.0,1.1,0.3,7.6,Lumai/Leunca segar,Vegan
857,164.0,1.8,2.1,34.5,Lupis ketan,Vegan
858,294.0,0.3,0.0,79.5,Madu,Vegetarian
859,341.0,0.3,0.0,85.0,Maizena tepung,Vegan
860,363.0,8.7,0.4,78.7,Makaroni,Vegan
861,63.0,2.4,0.4,12.4,Mangga benggala segar,Vegan
862,44.0,0.7,0.2,11.2,Mangga Gedong,Vegan
863,63.0,0.5,0.2,16.7,Mangga Golek,Vegan
864,46.0,0.4,0.2,11.9,Mangga Harum Manis,Vegan
865,72.0,0.8,0.2,18.7,Mangga Indramayu,Vegan
866,56.0,0.4,0.2,14.6,Mangga Kopek,Vegan
867,86.0,0.7,0.5,19.8,Mangga kwini segar,Vegan
868,133.0,1.0,0.1,32.1,Mangga manalagi segar,Vegan
869,59.0,0.5,0.4,15.1,Mangga Muda,Vegan
870,52.0,0.7,0.0,12.3,Mangga segar,Vegan
871,63.0,0.6,0.6,15.6,Manggis,Vegan
872,720.0,0.6,81.0,0.4,Margarin,Vegetarian
873,144.0,3.5,1.2,29.8,Markisa segar,Vegan
874,217.0,2.5,1.0,49.6,Markisa squash,Vegan
875,104.0,1.2,0.5,23.7,Markisa squash BD,Vegan
876,265.3,4.7,5.5,49.3,Martabak  manis,Vegetarian
877,153.0,4.5,4.2,24.3,Martabak india,Vegetarian
878,278.0,5.1,8.6,45.0,Martabak mesir,Vegetarian
879,200.0,8.9,5.1,29.5,Martabak Telur ,Non-Vegetarian
880,369.0,2.1,7.0,74.1,Masekat,Vegan
881,90.0,1.2,0.1,21.1,Matoa segar,Vegan
882,276.0,0.0,0.1,71.0,Melase,Vegan
883,66.0,5.0,0.7,13.3,Melinjo,Vegan
884,37.0,0.6,0.4,7.8,Melon segar,Vegan
885,322.0,55.8,2.0,22.7,Menjangan daging dendeng mentah,Non-Vegetarian
886,725.0,0.5,81.6,1.4,Mentega,Vegetarian
887,65.0,1.7,0.2,16.1,Menteng,Vegan
888,359.0,11.5,6.8,64.4,Merica,Vegan
889,88.0,0.6,3.3,14.0,Mi basah,Vegan
890,71.0,0.2,0.8,15.9,Mi golosor,Vegan
891,339.0,10.0,1.7,6.3,Mi kering,Vegan
892,113.0,3.0,3.2,18.1,Mie aceh rebus,Vegetarian
893,102.0,6.2,3.9,10.5,Mie ayam,Non-Vegetarian
894,114.0,5.3,3.0,16.4,Mie bakso,Non-Vegetarian
895,86.0,0.6,3.3,14.0,Mie basah,Vegan
896,353.0,0.3,0.0,88.0,Mie Bendo,Vegan
897,102.0,3.0,2.1,17.8,Mie celon,Vegan
898,468.0,7.6,20.4,62.4,Mie Goreng ,Vegan
899,337.0,7.9,11.8,50.0,Mie kering,Vegan
900,105.0,5.9,4.9,9.4,Mie pangsit basah,Non-Vegetarian
901,190.0,0.2,0.4,46.5,Mie Sagu,Vegan
902,902.0,0.0,100.0,0.0,Minyak Hati Hiu (Eulamia),Non-Vegetarian
903,902.0,0.0,100.0,0.0,Minyak Ikan,Non-Vegetarian
904,902.0,0.0,100.0,0.0,Minyak Kacang Tanah,Vegan
905,883.0,0.0,99.9,0.0,Minyak kedelai,Vegan
906,870.0,1.0,98.0,0.0,Minyak Kelapa,Vegan
907,902.0,0.0,100.0,0.0,Minyak Kelapa Sawit,Vegan
908,902.0,0.0,100.0,0.0,Minyak Wijen,Vegan
909,884.0,0.0,100.0,0.0,Minyak Zaitun,Vegan
910,345.0,8.5,2.2,78.0,Misoa,Vegan
911,218.0,0.8,16.0,50.2,Misro ,Vegetarian
912,128.0,8.0,10.0,1.3,Moon tahu,Vegan
913,33.0,2.3,0.5,4.7,Mostarda metan -sawi,Vegan
914,330.0,17.8,23.4,12.1,Mujahir acar kuning masakan,Non-Vegetarian
915,478.0,38.3,33.9,5.1,Naan maran sapi masakan,Non-Vegetarian
916,52.0,0.4,0.2,13.7,Nanas,Vegan
917,58.0,0.7,0.2,13.3,Nanas palembang segar,Vegan
918,165.0,4.2,0.1,36.7,Nangka biji,Vegan
919,106.0,1.2,0.3,27.6,Nangka masak di pohon,Vegan
920,51.0,2.0,0.4,11.3,Nangka Muda,Vegan
921,180.0,3.0,0.3,39.8,Nasi,Vegan
922,149.0,2.8,0.4,32.5,Nasi beras merah,Vegan
923,192.0,3.8,8.8,24.4,Nasi gemuk,Vegan
924,276.0,3.2,3.2,30.2,Nasi Goreng ,Vegetarian
925,190.0,4.7,7.5,26.0,Nasi gurih,Vegetarian
926,357.0,8.8,0.5,79.5,Nasi jagung,Vegan
927,207.0,3.5,5.0,37.1,Nasi minyak,Vegetarian
928,155.0,10.3,4.2,19.1,Nasi rames,Vegetarian
929,120.0,2.4,0.4,26.0,Nasi tim,Vegetarian
930,253.3,4.3,21.0,11.7,Nasi Uduk ,Vegetarian
931,196.0,14.5,8.3,15.9,Nasu likku masakan,Non-Vegetarian
932,600.0,14.0,41.7,42.0,Noga Kacang Tanah ,Vegan
933,387.0,5.3,7.6,74.3,Nopia spesial,Vegan
934,9.0,2.1,6.0,7.1,Olah-olah,Vegan
935,187.0,13.0,6.0,22.6,Oncom,Vegan
936,376.0,14.9,6.0,65.7,Oncom ampas kacang hijau,Vegan
937,363.3,19.3,19.3,40.3,Oncom Goreng ,Vegan
938,284.0,12.0,14.4,13.6,Oncom Hitam Goreng ,Vegan
939,306.7,9.0,18.0,27.0,Oncom Hitam Goreng bertepung ,Vegan
940,351.0,11.0,5.3,65.9,Oncom kacang hijau + singkong,Vegan
941,132.0,12.7,3.8,13.7,Oncom Kacang Tanah pepes,Vegan
942,187.0,13.0,6.0,22.6,Oncom Kedele,Vegan
943,368.0,6.8,32.0,13.2,Oncom Merah Goreng ,Vegan
944,320.0,7.3,18.7,31.0,Oncom Merah Goreng bertepung ,Vegan
945,40.0,2.0,2.0,3.0,Oncom Merah Sayur (tumis) ,Vegan
946,76.0,5.2,1.8,10.6,Oncom pepes,Vegan
947,288.6,8.3,8.9,44.3,Onde-onde ,Vegan
948,115.0,1.5,6.0,14.0,Ongol-ongol ,Vegan
949,111.0,0.3,2.7,21.2,Ongol-ongol sagu,Vegan
950,940.0,36.0,42.0,104.0,Opak Singkong ,Vegan
951,117.0,13.7,5.0,4.3,Oramu ninahu ndawa olaho masakan,Non-Vegetarian
952,125.0,10.4,8.6,0.8,Otak,Non-Vegetarian
953,351.0,0.9,0.9,84.9,Oyek,Vegan
954,342.0,2.3,0.1,83.1,Oyek (dari singkong),Vegan
955,77.0,3.5,4.6,5.4,Paku hinela wulelenggapaya,Vegan
956,494.0,7.5,36.4,40.1,Pala biji,Vegan
957,42.0,0.3,0.2,10.9,Pala daging,Vegan
958,460.0,28.5,35.2,7.2,Paniki masak santan masakan,Non-Vegetarian
959,133.8,3.0,1.6,27.0,Papais ,Vegan
960,61.0,0.2,0.1,14.9,Papeda,Vegan
961,87.0,10.5,2.5,5.5,Parede baleh masakan,Non-Vegetarian
962,29.0,1.1,0.3,6.6,Paria (Pare),Vegan
963,16.0,0.8,0.2,3.4,Paria Putih kukus,Vegan
964,19.0,1.0,0.4,3.6,Paria putih segar,Vegan
965,307.0,4.5,13.3,42.4,Pastel,Vegetarian
966,362.0,0.5,0.3,86.9,Pati Singkong (tapioka),Vegan
967,23.0,1.8,0.3,4.5,Pe-Cay,Vegan
968,156.0,28.0,4.0,0.0,Peda Ikan Banjar,Non-Vegetarian
969,75.0,2.5,2.8,10.0,Pelecing kangkung,Vegan
970,219.0,19.7,13.6,4.4,Pelepah manuk masakan,Non-Vegetarian
971,162.0,4.9,3.0,27.8,Pempek adaan,Non-Vegetarian
972,156.0,4.2,1.4,31.6,Pempek belida,Non-Vegetarian
973,152.0,4.5,2.3,28.2,Pempek kapal selam,Non-Vegetarian
974,211.0,12.3,6.1,26.6,Pempek kelesan,Non-Vegetarian
975,243.0,5.2,7.3,39.1,Pempek kulit,Non-Vegetarian
976,173.0,7.2,1.2,33.4,Pempek tenggiri,Non-Vegetarian
977,372.0,7.8,36.3,3.5,Pencok lele masakan,Non-Vegetarian
978,174.0,13.1,12.2,2.2,Penyu serapah masakan,Non-Vegetarian
979,19.0,0.6,0.1,3.9,Pepare ular segar,Non-Vegetarian
980,275.0,11.6,11.6,30.2,Pepaya lodeh,Vegan
981,26.0,2.1,0.1,4.9,Pepaya Muda,Vegan
982,46.0,0.5,12.0,12.2,Pepaya segar,Vegan
983,76.0,5.2,1.8,10.6,Pepea oncom ampas tahu,Vegan
984,400.0,0.0,0.0,95.0,Permen ,Vegan
985,142.0,10.4,2.0,22.0,Pete Segar,Vegan
986,50.0,3.7,1.0,9.0,Peterseli,Vegan
987,161.0,20.0,0.2,24.0,Petis Ikan,Non-Vegetarian
988,220.0,15.0,0.1,40.0,Petis Udang,Non-Vegetarian
989,345.0,23.8,1.4,59.3,Petis udang kering,Non-Vegetarian
990,220.0,15.0,0.9,38.0,Petis udang pasta,Non-Vegetarian
991,514.0,1.0,27.8,647.0,Pilus ,Vegan
992,107.0,15.9,0.6,0.4,Pinda masakan,Non-Vegetarian
993,157.0,28.0,4.2,0.0,Pindang Ikan Banjar,Non-Vegetarian
994,170.0,31.0,4.2,0.0,Pindang Ikan Benggol,Non-Vegetarian
995,153.0,30.0,2.8,0.0,Pindang Ikan Layang,Non-Vegetarian
996,142.0,27.0,3.0,0.0,Pindang Ikan Selar Kecil,Non-Vegetarian
997,124.0,9.5,9.6,0.0,Pindang kenari masakan,Non-Vegetarian
998,99.0,1.2,0.2,25.8,Pisang Ambon,Vegan
999,68.0,1.3,0.2,17.2,Pisang angleng (pisang ampyang) segar,Vegan
1000,120.0,1.1,0.2,26.8,Pisang ayam segar,Vegan
1001,127.0,2.1,0.3,31.1,Pisang gapi segar ,Vegan
1002,220.0,2.3,2.3,6.3,Pisang Goreng ,Vegetarian
1003,115.0,1.9,0.2,27.9,Pisang goroho segar,Vegan
1004,117.0,2.0,0.3,28.9,Pisang hijau segar,Vegan
1005,100.0,1.4,0.5,23.6,Pisang kayu segar,Vegan
1006,109.0,0.8,0.5,26.3,Pisang kepok segar,Vegan
1007,145.0,1.1,0.3,34.5,Pisang ketip segar,Vegan
1008,96.0,1.0,0.2,22.5,Pisang kidang segar,Vegan
1009,99.0,1.3,0.2,25.6,Pisang Lampung,Vegan
1010,127.0,1.4,0.2,33.6,Pisang Mas,Vegan
1011,127.0,1.4,0.2,31.8,Pisang mas bali,Vegan
1012,134.0,1.1,0.5,35.5,Pisang Oli,Vegan
1013,120.0,1.2,0.2,31.8,Pisang Raja,Vegan
1014,118.0,1.2,0.2,31.1,Pisang Raja Sere (Susu),Vegetarian
1015,98.0,1.3,1.2,20.5,Pisang rotan segar,Vegan
1016,625.0,1.0,0.0,8.1,Pisang Siam goreng,Vegetarian
1017,113.0,1.2,0.2,26.7,Pisang talas segar,Vegan
1018,45.0,2.2,0.3,10.3,Prey (bawang daun),Vegan
1019,33.0,4.5,0.4,2.8,Pucuk lumai/daun leunca segar,Vegan
1020,216.0,2.6,3.1,44.4,Pulut,Vegan
1021,224.0,26.2,11.3,4.4,Punai daging goreng,Non-Vegetarian
1022,104.0,1.9,4.1,15.1,Pundut nasi,Vegan
1023,25.0,1.5,0.5,3.6,Purundawa,Vegan
1024,76.0,4.1,1.1,15.2,Purut segar,Vegan
1025,76.0,3.6,0.3,14.6,Putri malu segar,Vegan
1026,163.0,2.2,6.5,23.8,Putri selat,Vegan
1027,200.0,1.0,2.4,43.8,Putu Mayang ,Vegan
1028,136.0,43.0,2.4,3.0,Ragi,Vegan
1029,76.0,12.1,2.0,2.4,Rajungan segar,Non-Vegetarian
1030,69.0,0.9,0.1,18.1,Rambutan,Vegan
1031,11.0,0.0,0.0,2.7,Rambutan Aceh,Vegan
1032,76.0,0.5,0.2,18.0,Rambutan binjai segar,Vegan
1033,4.0,0.0,0.0,0.9,Rambutan sinyonya,Vegan
1034,295.0,7.3,8.5,47.5,Rarawuan ,Vegan
1035,394.0,2.2,8.8,76.6,Rasbi (Beras Ubi),Vegan
1036,350.0,0.9,0.4,85.7,Rasi (Beras Singkong),Vegan
1037,60.0,5.4,2.5,4.0,Rawon masakan,Non-Vegetarian
1038,81.0,16.2,1.2,0.7,Rebon (udang kecil segar),Non-Vegetarian
1039,299.0,29.4,3.6,3.2,Rebon kering,Non-Vegetarian
1040,81.0,16.2,1.2,0.7,Rebon udang kecil segar,Non-Vegetarian
1041,27.0,0.6,0.3,5.2,Rebung,Vegan
1042,320.0,7.2,4.2,63.3,Rebung laut mentah,Non-Vegetarian
1043,451.0,11.2,20.2,59.7,Rempeyek kacang tolo,Vegan
1044,497.0,17.0,27.6,50.8,Rempeyek kacang uci,Vegan
1045,193.0,22.6,7.9,7.8,Rendang sapi masakan,Non-Vegetarian
1046,471.0,4.7,21.8,64.1,Renggi goreng,Non-Vegetarian
1047,75.0,1.6,0.6,15.8,Rimbang segar,Vegan
1048,335.0,5.3,3.5,70.5,Risoles ,Vegetarian
1049,341.0,5.5,16.2,43.3,Roti boong,Vegetarian
1050,350.0,7.5,2.0,75.5,Roti Gambang ,Vegetarian
1051,248.0,8.0,1.2,50.0,Roti Putih,Vegetarian
1052,249.0,7.9,1.5,49.7,Roti warna sawo matang,Vegetarian
1053,153.0,11.3,8.4,8.0,Rujak cingur,Non-Vegetarian
1054,41.0,1.4,0.3,8.1,Rumput laut,Vegan
1055,536.0,40.5,41.5,0.0,Rusa daging dendeng mentah,Non-Vegetarian
1056,110.0,11.5,2.0,11.7,Rusip,Non-Vegetarian
1057,198.0,24.6,10.7,0.9,RW anjing masakan,Non-Vegetarian
1058,449.0,30.6,25.5,31.9,Saga biji tanpa kulit,Vegan
1059,338.0,0.6,0.3,83.1,Sagu Ambon ,Vegan
1060,355.0,0.6,1.1,85.6,Sagu aren kering,Vegan
1061,231.0,0.6,0.2,56.6,Sagu aren segar,Vegan
1062,291.0,0.5,4.0,63.4,Sagu forno,Vegan
1063,230.0,0.6,0.2,56.5,Sagu kasbi segar,Vegan
1064,452.0,2.8,14.8,76.8,Sagu Lemak (Kue Sagon),Vegan
1065,347.0,0.9,0.3,85.2,Sagu lempeng,Vegan
1066,364.0,0.1,0.2,90.5,Sagu Rendang,Vegan
1067,362.0,0.5,0.3,86.9,Sagu singkong kering,Vegan
1068,354.0,0.8,8.3,68.9,Sagu sinole,Vegan
1069,57.0,0.5,0.1,13.6,Salak bali segar,Vegan
1070,55.0,0.4,0.2,12.8,Salak medan segar,Vegan
1071,87.0,0.8,0.4,20.1,Salak pondoh segar,Vegan
1072,281.0,2.4,0.7,66.1,Sale pisang siam,Vegan
1073,122.0,2.0,10.0,7.6,Santan (dengan air),Vegan
1074,324.0,4.2,34.3,55.6,Santan (kelapa saja),Vegan
1075,324.0,4.2,34.3,5.6,Santan murni,Vegan
1076,98.0,2.0,0.4,24.5,Saos Tomat,Vegan
1077,212.0,18.0,10.6,59.3,Sapi abon,Non-Vegetarian
1078,108.0,17.6,4.2,0.0,Sapi babat segar,Non-Vegetarian
1079,182.0,32.0,6.0,0.0,Sapi daging asap,Non-Vegetarian
1080,301.0,55.0,9.0,0.0,Sapi daging dendeng mentah,Non-Vegetarian
1081,273.0,17.5,22.0,0.0,Sapi daging gemuk segar,Non-Vegetarian
1082,289.0,16.0,25.0,0.0,Sapi daging kornet,Non-Vegetarian
1083,174.0,19.6,10.0,0.0,Sapi daging kurus segar,Non-Vegetarian
1084,201.0,18.8,14.0,0.0,Sapi daging lemak sedang segar,Non-Vegetarian
1085,448.0,14.5,42.3,2.3,Sapi daging sosis (Worst),Non-Vegetarian
1086,183.0,12.0,14.4,1.4,Sapi daleman segar,Non-Vegetarian
1087,98.0,21.9,1.1,0.0,Sapi dideh/darah,Non-Vegetarian
1088,137.0,15.0,8.1,0.9,Sapi ginjal segar,Non-Vegetarian
1089,274.0,16.0,22.0,3.0,Sapi hati sosis (liverworst),Non-Vegetarian
1090,84.0,10.5,4.6,0.2,Sapi keleponan segar,Non-Vegetarian
1091,132.0,19.7,3.2,6.0,Sapi liver segar,Non-Vegetarian
1092,123.0,10.4,8.6,0.8,Sapi otak segar,Non-Vegetarian
1093,360.0,57.3,6.0,19.2,Sapi paru dendeng mentah,Non-Vegetarian
1094,268.0,23.9,12.7,14.5,Sapi paru goreng,Non-Vegetarian
1095,126.0,14.0,7.2,1.5,Sapi usus segar,Non-Vegetarian
1096,281.0,37.5,0.3,32.1,Sarang Burung,Non-Vegetarian
1097,338.0,21.1,27.0,1.0,Sardines dalam kaleng,Non-Vegetarian
1098,344.0,30.0,20.0,43.0,Sari Kedelai bubuk,Vegan
1099,166.0,2.3,2.8,32.9,Sarimuka,Vegan
1100,283.0,12.1,16.8,20.9,Sate Bandeng,Non-Vegetarian
1101,110.0,15.5,0.5,11.5,Sate Kulit ,Non-Vegetarian
1102,179.0,22.5,3.5,13.3,Sate penyu masakan,Non-Vegetarian
1103,274.0,12.9,18.6,13.6,Sate pusut masakan,Non-Vegetarian
1104,126.7,14.0,7.3,1.3,Sate Usus ,Non-Vegetarian
1105,22.0,2.3,0.3,4.0,Sawi,Vegan
1106,9.0,1.0,0.1,1.7,Sawi putih / pecai segar,Vegan
1107,30.0,1.9,0.5,4.4,Sawi taiwan segar,Vegan
1108,19.0,1.3,0.2,2.9,Sawi tanah segar,Vegan
1109,92.0,0.5,1.1,22.4,Sawo,Vegan
1110,64.0,1.0,3.1,8.0,Sawo duren segar,Vegan
1111,111.0,0.9,2.3,21.6,Sawo kecik segar,Vegan
1112,92.0,0.5,1.1,22.4,Sawo Manila segar,Vegan
1113,29.0,0.7,0.6,5.0,Sayur asem,Vegan
1114,49.0,1.7,0.3,9.8,Sayur bunga pepaya,Vegan
1115,178.0,2.6,13.9,10.6,Sayur garu,Vegan
1116,133.0,7.3,6.6,11.2,Sayur kohu-kohu,Vegan
1117,64.0,2.1,0.6,12.5,Sayur lebui,Vegan
1118,36.0,2.7,0.7,4.8,Sayur lilin-terubuk,Vegan
1119,49.0,3.1,2.5,3.6,Sayur ndusuk,Vegan
1120,27.0,1.3,2.0,1.0,Sayur sop,Vegan
1121,67.0,5.2,2.9,5.1,Sayur umbut kelapa,Vegan
1122,57.0,5.4,2.6,3.1,Sayur umbut rotan,Vegan
1123,15.0,1.2,0.2,2.9,Selada,Vegan
1124,17.0,1.7,0.3,3.0,Selada Air,Vegan
1125,19.0,2.7,0.2,2.9,Selada Air rebus,Vegan
1126,20.0,1.0,0.1,4.6,Seledri,Vegan
1127,28.0,0.5,0.2,6.9,Semangka,Vegan
1128,192.5,4.5,6.0,30.3,Semur Jengkol ,Vegan
1129,64.0,0.6,0.3,14.8,Sente,Vegan
1130,353.0,0.7,0.2,84.7,Sente talas segar,Vegan
1131,88.0,7.9,1.6,10.6,Sepi masakan,Non-Vegetarian
1132,298.0,8.0,23.8,48.9,Serbuk Coklat,Vegan
1133,478.0,2.5,21.2,69.2,Serimping talas kebumen,Vegan
1134,213.0,0.0,0.0,55.0,Setrup sirup,Vegan
1135,88.0,3.2,8.0,0.8,Shabu-shabu,Non-Vegetarian
1136,474.0,11.2,42.5,11.7,Sie reuboh masakan,Non-Vegetarian
1137,81.0,5.1,4.5,5.1,Singkah (rotan muda),Vegan
1138,285.0,1.0,18.0,28.0,Singkong Goreng ,Vegan
1139,146.0,1.2,0.3,34.7,Singkong kukus,Vegan
1140,173.0,0.5,0.1,42.5,Singkong tape,Vegan
1141,95.3,4.4,2.2,14.4,Siomay ,Non-Vegetarian
1142,65.0,1.0,0.3,16.3,Sirsak,Vegan
1143,213.0,0.0,0.0,55.0,Sirup,Vegan
1144,71.0,7.5,3.6,2.2,Sop buntut masakan,Non-Vegetarian
1145,49.0,5.8,0.5,5.3,Sop daging sapi masakan,Non-Vegetarian
1146,68.0,9.0,1.9,3.7,Sop kaki sapi masakan,Non-Vegetarian
1147,34.0,5.5,0.8,1.1,Sop kambing masakan,Non-Vegetarian
1148,71.0,7.4,2.6,4.5,Sop konro masakan,Non-Vegetarian
1149,12.0,0.5,0.1,2.0,Sop Kool,Vegan
1150,15.0,0.6,0.1,3.1,Sop Kool dan Wortel,Vegan
1151,89.0,7.2,5.0,3.9,Sop saudara masakan,Non-Vegetarian
1152,42.0,3.9,1.7,2.8,Soto bandung masakan,Non-Vegetarian
1153,110.0,2.9,9.5,3.2,Soto banjar masakan,Non-Vegetarian
1154,135.0,2.5,8.8,11.5,Soto betawi masakan,Non-Vegetarian
1155,127.5,2.6,9.4,8.3,Soto dengan Daging,Non-Vegetarian
1156,92.0,11.8,4.3,1.4,Soto jeroan masakan,Non-Vegetarian
1157,38.0,2.6,2.3,1.8,Soto kudus masakan,Non-Vegetarian
1158,60.0,3.5,4.5,1.3,Soto madura masakan,Non-Vegetarian
1159,127.0,5.9,6.6,11.0,Soto padang masakan,Non-Vegetarian
1160,94.0,3.0,6.8,5.1,Soto pekalongan masakan,Non-Vegetarian
1161,75.0,3.6,5.2,3.5,Soto pemalang masakan,Non-Vegetarian
1162,80.0,3.2,3.5,9.0,Soto sukaraja masakan,Non-Vegetarian
1163,86.0,2.3,8.5,0.0,Soto sulung masakan,Non-Vegetarian
1164,117.1,0.4,8.6,9.6,Soto tanpa Daging ,Vegan
1165,139.0,7.4,2.1,22.6,Spaghetti,Vegan
1166,101.0,1.7,0.6,35.2,Srikaya,Vegan
1167,75.0,5.6,0.4,12.2,Sukiyaki masakan,Non-Vegetarian
1168,119.0,1.4,0.2,28.1,Sukun muda segar,Vegan
1169,126.0,1.6,0.2,24.5,Sukun tua segar,Vegan
1170,418.0,19.0,9.0,65.5,Susu asam untuk bayi bubuk,Non-Vegetarian
1171,513.0,24.6,30.0,36.2,Susu bubuk,Non-Vegetarian
1172,64.0,4.3,2.3,6.6,Susu Kambing,Non-Vegetarian
1173,41.0,3.5,2.5,5.0,Susu Kedelai,Vegan
1174,336.0,8.2,10.0,55.0,Susu Kental Manis,Non-Vegetarian
1175,138.0,7.0,7.9,9.9,Susu Kental Tak Manis,Non-Vegetarian
1176,160.0,6.3,12.0,7.1,Susu Kerbau,Non-Vegetarian
1177,61.0,3.2,3.5,4.3,Susu Sapi,Non-Vegetarian
1178,36.0,3.5,0.1,5.1,Susu Skim (tak berlemak),Non-Vegetarian
1179,359.0,35.6,1.0,52.0,Susu skim bubuk,Non-Vegetarian
1180,36.0,3.5,0.1,5.1,Susu skim segar,Non-Vegetarian
1181,87.0,5.3,5.2,6.3,Susupan,Non-Vegetarian
1182,90.0,1.5,0.1,21.9,Suweg kukus,Vegan
1183,69.0,1.0,0.1,15.7,Suweg mentah,Vegan
1184,74.0,1.4,0.1,17.2,Suweg talas segar,Vegan
1185,347.0,0.5,0.9,84.2,Suwir-suwir,Non-Vegetarian
1186,68.0,7.8,4.6,1.6,Tahu,Vegan
1187,115.0,9.7,8.5,2.5,Tahu goreng,Vegan
1188,328.0,12.6,19.9,24.6,Tahu telur,Vegetarian
1189,148.0,13.8,8.5,4.0,Takwa,Vegan
1190,120.0,1.5,0.3,28.2,Talas bogor kukus,Vegan
1191,163.0,2.3,0.5,36.4,Talas pontianak segar,Vegan
1192,115.0,1.8,0.5,25.9,Talas viqueque segar,Vegan
1193,120.0,1.5,0.3,28.2,Tales kukus,Vegan
1194,98.0,1.9,0.2,23.7,Tales mentah,Vegan
1195,166.0,10.4,4.9,24.1,Taoco,Vegan
1196,88.0,3.2,2.1,14.0,Taoge goreng,Vegan
1197,76.0,9.0,2.6,6.4,Taoge kacang kedelai segar,Vegan
1198,28.0,3.0,0.8,4.0,Taoge seduh,Vegan
1199,34.0,3.7,1.2,4.3,Taoge segar,Vegan
1200,104.0,12.9,6.8,1.2,Taokoa,Vegan
1201,99.0,1.7,0.3,22.4,Tapai beras,Vegan
1202,166.0,3.8,1.0,34.4,Tapai ketan hitam,Vegan
1203,172.0,3.0,0.5,37.5,Tapai ketan putih,Vegan
1204,169.0,1.4,0.3,40.2,Tapai singkong,Vegan
1205,358.0,7.5,4.3,70.4,Tauco cap DAS cake,Vegan
1206,277.0,9.1,4.7,49.6,Tauji cap singa,Vegan
1207,25.0,4.6,0.4,3.0,Tebu Terubuk,Vegan
1208,83.0,10.4,3.4,2.8,Tedong pallu basa masakan,Non-Vegetarian
1209,132.0,19.5,0.7,67.8,Teh,Vegan
